,X,Latitude,Longitude,Crop.productivity,Forest.productivity,Grassland.productivity,Financial.capital,Human.capital,Social.capital,Manufactured.capital,Urban.capital,FR,BT,Region
227,227,79,151,0.108980685,0.248974715,0.462811594,0.616924185,0.594151513,0.596853452,0.749992939,0.009850579,MF,0,AT
228,228,80,141,0.104818608,0.255294917,0.43982616,0.614958433,0.592258324,0.594951653,0.747603181,0.009931856,IP,0,AT
229,229,80,142,0.105824922,0.255294917,0.435642454,0.614958433,0.592258324,0.594951653,0.747603181,0.041885394,IP,0,AT
230,230,80,143,0.111285982,0.239969489,0.429922095,0.614958433,0.592258324,0.594951653,0.747603181,0.025210969,IP,0,AT
231,231,80,144,0.049802473,0.41524529,0.450641357,0.614958433,0.592258324,0.594951653,0.747603181,0.027091608,IP,0,AT
232,232,80,145,0.049931069,0.481734495,0.450195092,0.614958433,0.592258324,0.594951653,0.747603181,0.048957292,IP,0,AT
233,233,80,146,0.11311066,0.253230991,0.431121955,0.614958433,0.592258324,0.594951653,0.747603181,0.046132,IP,0,AT
234,234,80,147,0.112689293,0.251593508,0.432825883,0.614958433,0.592258324,0.594951653,0.747603181,0.066368374,IP,0,AT
235,235,80,148,0.111031342,0.254799939,0.429864973,0.614958433,0.592258324,0.594951653,0.747603181,0.058689818,IP,0,AT
236,236,80,149,0.110445923,0.252985508,0.428988903,0.614958433,0.592258324,0.594951653,0.747603181,0.068292346,IP,0,AT
237,237,80,150,0.10553555,0.249794307,0.435358644,0.614958433,0.592258324,0.594951653,0.747603181,0.092454663,Int_AF,0,AT
238,238,81,142,0.099735259,0,0.453383784,0.61298707,0.59035973,0.593044425,0.745206601,0.065127614,IP,0,AT
239,239,81,143,0.103128947,0.254476522,0.440193416,0.61298707,0.59035973,0.593044425,0.745206601,0.034891948,IP,0,AT
240,240,81,144,0.106850532,0.254476522,0.427142702,0.61298707,0.59035973,0.593044425,0.745206601,0.056860313,IP,0,AT
241,241,81,145,0.111938066,0.254476522,0.427984217,0.61298707,0.59035973,0.593044425,0.745206601,0.019713648,IP,0,AT
242,242,81,146,0.110965675,0.254476522,0.427763256,0.61298707,0.59035973,0.593044425,0.745206601,0.034019433,IP,0,AT
243,243,81,147,0.110059069,0.250062602,0.427625107,0.61298707,0.59035973,0.593044425,0.745206601,0.041500599,IP,0,AT
244,244,81,148,0.109745579,0.250408997,0.430153341,0.61298707,0.59035973,0.593044425,0.745206601,0.099008818,Int_AF,0,AT
245,245,81,149,0.250879177,0.112596964,0.402271267,0.61298707,0.59035973,0.593044425,0.745206601,0.310390616,Multifun,0,AT
246,246,81,150,0.108941985,0.132591381,0,0.61298707,0.59035973,0.593044425,0.745206601,0.085938385,IA,0,AT
247,247,81,151,0.697333479,0,0.435370141,0.61298707,0.59035973,0.593044425,0.745206601,0.059158223,IA,0,AT
248,248,81,152,0.104597063,0.193034887,0.257577446,0.61298707,0.59035973,0.593044425,0.745206601,0.025657115,IA,0,AT
249,249,81,153,0.105687108,0.198618828,0.276906805,0.61298707,0.59035973,0.593044425,0.745206601,0.014236675,Int_AF,0,AT
250,250,82,145,0.110589384,0.220573606,0.426748955,0.611010362,0.588455989,0.591132027,0.742803523,0.027012398,Int_AF,0,AT
251,251,82,146,0.111182119,0.211680509,0.427576386,0.611010362,0.588455989,0.591132027,0.742803523,0.01547379,Int_AF,0,AT
252,252,82,147,0.111483023,0.204546832,0.428545584,0.611010362,0.588455989,0.591132027,0.742803523,0.017488741,Int_AF,0,AT
253,253,82,148,0.106964615,0.204550005,0.429136752,0.611010362,0.588455989,0.591132027,0.742803523,0.031223129,Int_AF,0,AT
254,254,82,149,0.11273122,0.206020852,0.428755575,0.611010362,0.588455989,0.591132027,0.742803523,0.038232403,Int_AF,0,AT
255,255,82,150,0.104054469,0.121006967,0,0.611010362,0.588455989,0.591132027,0.742803523,0.029483727,IA,0,AT
256,256,82,151,0.104175904,0.121006967,0.256746832,0.611010362,0.588455989,0.591132027,0.742803523,0.023352765,Multifun,0,AT
257,257,82,152,0.106400906,0.121006967,0.276013859,0.611010362,0.588455989,0.591132027,0.742803523,0.009592544,IA,0,AT
258,258,82,153,0.103497787,0.187166446,0,0.611010362,0.588455989,0.591132027,0.742803523,0.006750947,Int_AF,0,AT
259,259,83,147,0.099295792,0,0,0.609028577,0.586547358,0.589214716,0.740394272,0.027620006,IA,0,AT
260,260,83,148,0.246449579,0.200658982,0.255914037,0.609028577,0.586547358,0.589214716,0.740394272,0.011827336,Int_AF,0,AT
261,261,83,150,0.108469303,0.210537218,0.275118621,0.609028577,0.586547358,0.589214716,0.740394272,0.027851746,Int_AF,0,AT
262,262,83,151,0.110439665,0.209802437,0.275118621,0.609028577,0.586547358,0.589214716,0.740394272,0.016865541,Int_AF,0,AT
263,263,74,137,0,0,0,0.630363735,0.623457339,0.606284883,0.517994157,0,UL,0,AT
264,264,74,141,0,0,0,0.630363735,0.623457339,0.606284883,0.517994157,0.000494571,Min_man,0,AT
265,265,74,142,0,0,0,0.630363735,0.623457339,0.606284883,0.517994157,0.015755628,Min_man,0,AT
266,266,74,143,0,0,0,0.617313545,0.597425352,0.606284883,0.560170164,0.000600551,Min_man,0,AT
267,267,74,144,0,0,0,0.630363735,0.623457339,0.606284883,0.517994157,0.0008655,Min_man,0,AT
268,268,74,145,0,0,0.301773188,0.630363735,0.623457339,0.606284883,0.517994157,0.007312589,EP,0,AT
269,269,74,146,0,0,0.324447596,0.630363735,0.623457339,0.606284883,0.517994157,0.023103545,EP,0,AT
270,270,75,137,0,0.55149904,0.289877743,0.628413555,0.621528526,0.604409197,0.516391619,0.009508652,Ext_AF,0,AT
271,271,75,138,0,0.551499123,0.291954268,0.628413555,0.621528526,0.604409197,0.516391619,0.017238834,Ext_AF,0,AT
272,272,75,139,0,0.55149904,0.294369327,0.628413555,0.621528526,0.604409197,0.516391619,0.009763977,Ext_AF,0,AT
273,273,75,140,0,0.55149904,0.299218988,0.628413555,0.621528526,0.604409197,0.516391619,0.036441029,Ext_AF,0,AT
274,274,75,141,0,0,0.322031028,0.628413555,0.621528526,0.604409197,0.516391619,0.011049406,EP,0,AT
275,275,75,142,0,0,0.475607879,0.628413555,0.621528526,0.604409197,0.516391619,0.025206732,EP,0,AT
276,276,75,143,0,0,0.475607929,0.628413555,0.621528526,0.604409197,0.516391619,0.011181471,EP,0,AT
277,277,75,144,0,0,0.47560783,0.628413555,0.621528526,0.604409197,0.516391619,0,Multifun,0,AT
278,278,75,145,0,0,0.475607879,0.628413555,0.621528526,0.604409197,0.516391619,0.002773357,Multifun,0,AT
279,279,75,146,0,0,0.295848828,0.628413555,0.621528526,0.604409197,0.516391619,0.00153195,Multifun,0,AT
280,280,76,140,0,0.549782681,0.467173392,0.626457731,0.619594129,0.602528081,0.514784443,0.026988985,Ext_AF,0,AT
281,281,76,141,0,0,0.474127635,0.626457731,0.619594129,0.602528081,0.514784443,0.020011345,Mix_P,0,AT
282,282,76,142,0,0,0.474127585,0.626457731,0.619594129,0.602528081,0.514784443,0.00294904,Multifun,0,AT
283,283,76,143,0,0,0.474127635,0.626457731,0.619594129,0.602528081,0.514784443,0.028621489,EP,0,AT
284,284,76,144,0,0,0.474127635,0.626457731,0.619594129,0.602528081,0.514784443,0.027533153,EP,0,AT
285,285,76,145,0,0,0.283438058,0.615846464,0.581135365,0.602528081,0.60723075,0.006512464,Multifun,0,AT
286,286,77,140,0,0.548061438,0.46571085,0.62449653,0.617654416,0.600641795,0.513172848,0.010210583,Multifun,0,AT
287,287,77,142,0,0,0.427111544,0.62449653,0.617654416,0.600641795,0.513172848,0.018942513,Multifun,0,AT
288,288,77,143,0,0,0.310521556,0.62449653,0.617654416,0.600641795,0.513172848,0.003123546,Multifun,0,AT
289,289,77,144,0,0,0.428939387,0.62449653,0.617654416,0.600641795,0.513172848,0.0061246,EP,0,AT
290,290,78,142,0,0,0.499081554,0.622529953,0.615709385,0.598750338,0.511556836,0.182827965,IP,0,AT
291,291,78,143,0,0.110513144,0.513190123,0.622529953,0.615709385,0.598750338,0.511556836,0.010701742,IP,0,AT
292,292,78,144,0,0.342117287,0.517884648,0.622529953,0.615709385,0.598750338,0.511556836,0.023121693,Int_AF,0,AT
293,293,79,142,0.097060997,0,0.554091047,0.620557731,0.613758771,0.596853452,0.509936186,0.065911067,IP,0,AT
294,294,79,143,0.04748262,0,0.545872954,0.620557731,0.613758771,0.596853452,0.509936186,0.047818345,IP,0,AT
295,295,72,138,0,0.467737738,0.30148577,0.626422392,0.606731576,0.610020485,0.502660454,0.007970783,Ext_AF,0,AT
296,296,72,139,0,0.556619115,0.472982668,0.626422392,0.606731576,0.610020485,0.502660454,0.002710244,Ext_AF,0,AT
297,297,72,140,0,0.368105259,0.472982668,0.626422392,0.606731576,0.610020485,0.502660454,0.021397599,Ext_AF,0,AT
298,298,73,125,0,0,0,0.753560511,0.717212013,0.729627245,0.664979329,0.001364267,UL,0,AT
299,299,73,127,0,0,0.224837136,0.624507158,0.604876545,0.608155398,0.501123612,0.005271032,Multifun,0,AT
300,300,73,128,0,0,0,0.624507158,0.604876545,0.608155398,0.501123612,0,UL,0,AT
301,301,73,129,0,0,0,0.624507158,0.604876545,0.608155398,0.501123612,0.00126682,UL,0,AT
302,302,73,130,0,0,0,0.624507158,0.604876545,0.608155398,0.501123612,0.001638892,Min_man,0,AT
303,303,73,137,0,0,0,0.624507158,0.604876545,0.608155398,0.501123612,0.001009912,Min_man,0,AT
304,304,73,138,0,0,0.225305251,0.624507158,0.604876545,0.608155398,0.501123612,0.000221472,Multifun,0,AT
305,305,73,139,0,0.554917382,0.301043866,0.624507158,0.604876545,0.608155398,0.501123612,0.002879135,Ext_AF,0,AT
306,306,73,140,0,0,0,0.624507158,0.604876545,0.608155398,0.501123612,0.013474353,Min_man,0,AT
307,307,74,125,0,0,0.226094333,0.622586349,0.603016115,0.606284883,0.499582296,0.006040835,Min_man,0,AT
308,308,74,126,0,0,0.224690088,0.622586349,0.603016115,0.606284883,0.499582296,0.001863474,Multifun,0,AT
309,309,74,127,0,0.553210528,0.293049422,0.622586349,0.603016115,0.606284883,0.499582296,0.024207498,Ext_AF,0,AT
310,310,74,128,0,0,0.224643639,0.622586349,0.603016115,0.606284883,0.499582296,0.001324745,Multifun,0,AT
311,311,74,129,0,0,0.224640711,0.622586349,0.603016115,0.606284883,0.499582296,0.007992626,Multifun,0,AT
312,312,74,130,0,0,0,0.622586349,0.603016115,0.606284883,0.499582296,0,UL,0,AT
313,313,74,131,0,0,0.224672918,0.622586349,0.603016115,0.606284883,0.499582296,0.007471559,Multifun,0,AT
314,314,74,132,0,0.553210528,0.292731225,0.622586349,0.603016115,0.606284883,0.499582296,0.018396286,Ext_AF,0,AT
315,315,74,133,0,0,0.224690088,0.622586349,0.603016115,0.606284883,0.499582296,0.000503403,Min_man,0,AT
316,316,74,134,0,0,0.224690088,0.622586349,0.603016115,0.606284883,0.499582296,0.003541484,Min_man,0,AT
317,317,74,135,0,0,0.223580667,0.622586349,0.603016115,0.606284883,0.499582296,0.003091071,Min_man,0,AT
318,318,74,136,0,0,0,0.622586349,0.603016115,0.606284883,0.499582296,0.000936153,Min_man,0,AT
319,319,74,138,0,0,0,0.622586349,0.603016115,0.606284883,0.499582296,0.003974234,Min_man,0,AT
320,320,74,139,0,0,0,0.622586349,0.603016115,0.606284883,0.499582296,0.003338356,Min_man,0,AT
321,321,75,125,0,0,0.248886093,0.62066023,0.601150541,0.604409197,0.49803672,0.000299346,Min_man,0,AT
322,322,75,126,0,0,0.270106629,0.62066023,0.601150541,0.604409197,0.49803672,0.005669974,Min_man,0,AT
323,323,75,127,0,0,0.253888374,0.62066023,0.601150541,0.604409197,0.49803672,0.004138025,Min_man,0,AT
324,324,75,128,0,0.55149904,0.468631876,0.62066023,0.601150541,0.604409197,0.49803672,0.030101927,Multifun,0,AT
325,325,75,129,0,0.55149904,0.468631925,0.62066023,0.601150541,0.604409197,0.49803672,0.031818767,Ext_AF,0,AT
326,326,75,130,0,0.55149904,0.468631975,0.62066023,0.601150541,0.604409197,0.49803672,0.026844334,Multifun,0,AT
327,327,75,131,0,0.551499123,0.468631925,0.62066023,0.601150541,0.604409197,0.49803672,0.056206699,Ext_AF,0,AT
328,328,75,132,0,0.55149904,0.468631876,0.62066023,0.601150541,0.604409197,0.49803672,0.12363889,Ext_AF,0,AT
329,329,75,133,0,0.55149904,0.468631925,0.62066023,0.601150541,0.604409197,0.49803672,0.03871254,Ext_AF,0,AT
330,330,75,134,0,0.55149904,0.468631876,0.62066023,0.601150541,0.604409197,0.49803672,0.006506383,Ext_AF,0,AT
331,331,75,135,0,0.551503699,0.283460621,0.62066023,0.601150541,0.604409197,0.49803672,0.024414345,Ext_AF,0,AT
332,332,75,136,0,0,0.223994956,0.62066023,0.601150541,0.604409197,0.49803672,0.003812265,Multifun,0,AT
333,333,76,127,0,0,0.467173392,0.618728536,0.599279568,0.602528081,0.49648667,0.005582112,Multifun,0,AT
334,334,76,128,0,0,0.467173442,0.618728536,0.599279568,0.602528081,0.49648667,0.023794191,Mix_P,0,AT
335,335,76,129,0,0,0.467173442,0.618728536,0.599279568,0.602528081,0.49648667,0.011050124,Multifun,0,AT
336,336,76,131,0,0.310180026,0.467173442,0.631697862,0.730803332,0.681971189,0.429784904,0.016755113,Multifun,0,AT
337,337,76,132,0,0,0.330023083,0.618728536,0.599279568,0.602528081,0.49648667,0,Min_man,0,AT
338,338,76,133,0,0,0.467173392,0.618728536,0.599279568,0.602528081,0.49648667,0.001623728,Min_man,0,AT
339,339,76,134,0,0.549782598,0.467173392,0.618728536,0.599279568,0.602528081,0.49648667,0.050107354,Ext_AF,0,AT
340,340,76,135,0,0.549785086,0.467173392,0.618728536,0.599279568,0.602528081,0.49648667,0.038600831,Ext_AF,0,AT
341,341,76,136,0,0.549782598,0.296564512,0.618728536,0.599279568,0.602528081,0.49648667,0.026041079,Ext_AF,0,AT
342,342,76,137,0,0.549782681,0.292716842,0.618728536,0.599279568,0.602528081,0.49648667,0.01872114,Ext_AF,0,AT
343,343,76,138,0,0.549782598,0.293974444,0.618728536,0.599279568,0.602528081,0.49648667,0.031359884,Ext_AF,0,AT
344,344,76,139,0,0.549782681,0.467173392,0.618728536,0.599279568,0.602528081,0.49648667,0.019774368,Ext_AF,0,AT
345,345,77,134,0,0.098990832,0.46571085,0.616791533,0.597403451,0.600641795,0.494932359,0.007874486,Ext_AF,0,AT
346,346,77,135,0,0.098990832,0.465710899,0.616791533,0.597403451,0.600641795,0.494932359,0,Multifun,0,AT
347,347,77,136,0,0.182661106,0.46571085,0.616791533,0.597403451,0.600641795,0.494932359,0.03949492,EP,0,AT
348,348,77,137,0,0.548061521,0.46571085,0.616791533,0.597403451,0.600641795,0.494932359,0.051114161,Ext_AF,0,AT
349,349,77,138,0,0.548061438,0.465710801,0.616791533,0.597403451,0.600641795,0.494932359,0.034079024,EP,0,AT
350,350,77,139,0,0,0.46571085,0.616791533,0.597403451,0.600641795,0.494932359,0.007848237,EP,0,AT
351,351,73,124,0,0,0,0.631250725,0.588928765,0.608155398,0.683447995,0.00544821,Min_man,0,AT
352,352,74,122,0,0.08011306,0.470086249,0.629309174,0.587117385,0.606284883,0.6813459,0.026282932,Multifun,0,AT
353,353,74,123,0,0.553210612,0.470086298,0.629309174,0.587117385,0.606284883,0.6813459,0.033118613,Ext_AF,0,AT
354,354,74,124,0,0,0.227204102,0.629309174,0.587117385,0.606284883,0.6813459,0.000750689,Multifun,0,AT
355,355,75,121,0.104123822,0.252155674,0.549393027,0.627362257,0.585300998,0.604409197,0.679237995,0.172177037,Multifun,0,AT
356,356,75,122,0,0,0.524007123,0.627362257,0.585300998,0.604409197,0.679237995,0.041952525,IP,0,AT
357,357,75,123,0,0,0.468631925,0.627362257,0.585300998,0.604409197,0.679237995,0.002606075,EP,0,AT
358,358,75,124,0,0,0.468631925,0.627362257,0.585300998,0.604409197,0.679237995,0.006700078,Mix_P,0,AT
359,359,76,122,0.104793411,0,0.552918549,0.617692881,0.576279901,0.59509359,0.668769071,0.152454825,Mix_P,0,AT
360,360,76,123,0,0.549782598,0.308323829,0.625409704,0.583479353,0.602528081,0.677123988,0.016939428,Ext_AF,0,AT
361,361,76,124,0,0.549782681,0.46557461,0.625409704,0.583479353,0.602528081,0.677123988,0.00195725,Mix_P,0,AT
362,362,98,89,0.078530349,0,0.479949212,0.532292213,0.684837798,0.640358265,0.738081598,0.218622209,Multifun,0,BE
363,363,98,90,0.434371143,0.280184948,0.493126314,0.532292213,0.684837798,0.640358265,0.738081598,0.39571044,P-Ur,0,BE
364,364,98,91,0.428186847,0.280184948,0.48614826,0.532292213,0.684837798,0.640358265,0.738081598,0.241684863,Multifun,0,BE
365,365,98,92,0.356355097,0.280184948,0.378162563,0.532292213,0.684837798,0.640358265,0.738081598,0.262700583,Multifun,0,BE
366,366,98,93,0.430866193,0.278415642,0.463747737,0.532292213,0.684837798,0.640358265,0.738081598,0.223539741,Multifun,0,BE
367,367,98,94,0.431635262,0.277709013,0.466814727,0.520606859,0.64765167,0.640358265,0.739267747,0.216110435,Multifun,0,BE
368,368,99,90,0.428331443,0.279184943,0.507226541,0.53039256,0.682393737,0.638072944,0.73544752,0.587680929,Ur,0,BE
369,369,99,91,0.426337255,0.279185019,0.482197849,0.53039256,0.682393737,0.638072944,0.73544752,0.324227666,Multifun,0,BE
370,370,99,92,0.423752503,0.279185019,0.471674064,0.53039256,0.682393737,0.638072944,0.73544752,0.203377695,Int_AF,0,BE
371,371,99,93,0.425173281,0.279185019,0.473871237,0.53039256,0.682393737,0.638072944,0.73544752,0.253685802,Multifun,0,BE
372,372,99,94,0.425160984,0.279185019,0.473475363,0.53039256,0.682393737,0.638072944,0.73544752,0.193520849,Int_AF,0,BE
373,373,99,95,0.419883501,0.279437917,0.476287124,0.518748909,0.64534032,0.638072944,0.736629437,0.152240735,Int_AF,0,BE
374,374,100,90,0.349538367,0.277009892,0.290050702,0.528488236,0.679943668,0.635782005,0.732806967,0.165272515,Multifun,0,BE
375,375,100,91,0.419357481,0.277260964,0.456763416,0.528488236,0.679943668,0.635782005,0.732806967,0.083543103,Int_AF,0,BE
376,376,100,92,0.419351283,0.277551357,0.456763416,0.528488236,0.679943668,0.635782005,0.732806967,0.091712805,Int_AF,0,BE
377,377,100,93,0.342607423,0.276627394,0.362457565,0.541298608,0.64094101,0.757927828,0.755182752,0.076960387,Int_AF,0,BE
378,378,96,95,0.0770025,0.332712809,0.496747767,0.524309296,0.65225762,0.644912347,0.74452525,0.184096817,Int_AF,0,BE
379,379,96,96,0.076917217,0.332670596,0.496706232,0.524309296,0.65225762,0.644912347,0.74452525,0.141150475,Int_AF,0,BE
380,380,97,95,0.433595319,0.279652525,0.493384755,0.522460482,0.649957636,0.642638263,0.741899913,0.248405232,Multifun,0,BE
381,381,97,96,0.430194804,0.281822409,0.488993458,0.522460482,0.649957636,0.642638263,0.741899913,0.330091204,P-Ur,0,BE
382,382,97,97,0.437149016,0.284209034,0.496027628,0.522460482,0.649957636,0.642638263,0.741899913,0.259879406,Multifun,0,BE
383,383,98,95,0.353447238,0.27840262,0.377501188,0.520606859,0.64765167,0.640358265,0.739267747,0.233081221,Multifun,0,BE
384,384,98,96,0,0.283200697,0.363104851,0.520606859,0.64765167,0.640358265,0.739267747,0.179339041,Multifun,0,BE
385,385,98,97,0,0.283200697,0.366857365,0.520606859,0.64765167,0.640358265,0.739267747,0.162205153,MF,0,BE
386,386,98,98,0.430581791,0.281550819,0.468282922,0.520606859,0.64765167,0.640358265,0.739267747,0.153373168,Multifun,0,BE
387,387,99,96,0.345831375,0.279610124,0.295024922,0.518748909,0.64534032,0.638072944,0.736629437,0.160334238,Int_AF,0,BE
388,388,96,85,0.496623406,0,0.490117898,0.540736101,0.685158895,0.644912347,0.743330665,0.154118973,Int_Fa,0,BE
389,389,96,87,0.497413124,0,0.470741937,0.540736101,0.685158895,0.644912347,0.743330665,0.179168952,Int_Fa,0,BE
390,390,97,85,0.456690337,0.28118247,0.494530751,0.538829363,0.682742895,0.642638263,0.74070954,0.203433344,Int_AF,0,BE
391,391,97,86,0.457628586,0.28118247,0.495160773,0.538829363,0.682742895,0.642638263,0.74070954,0.202770428,Int_Fa,0,BE
392,392,97,87,0.081331216,0,0.495851038,0.538829363,0.682742895,0.642638263,0.74070954,0.216937186,IP,0,BE
393,393,97,88,0.080880998,0.285789008,0.47170097,0.538829363,0.682742895,0.642638263,0.74070954,0.303410884,Multifun,0,BE
394,394,98,84,0.464807977,0.280184948,0.471296298,0.536917666,0.680320611,0.640358265,0.738081598,0.121013689,Int_AF,0,BE
395,395,98,85,0.452018274,0.280184948,0.492661202,0.536917666,0.680320611,0.640358265,0.738081598,0.190894833,Int_AF,0,BE
396,396,98,86,0.452889452,0.280184871,0.48692085,0.536917666,0.680320611,0.640358265,0.738081598,0.442056016,P-Ur,0,BE
397,397,98,87,0.449567849,0.280184948,0.485079649,0.536917666,0.680320611,0.640358265,0.738081598,0.190226114,Int_AF,0,BE
398,398,98,88,0.450658443,0.280184948,0.488452741,0.536917666,0.680320611,0.640358265,0.738081598,0.267952474,Multifun,0,BE
399,399,99,85,0.511495861,0,0.566277633,0.535001505,0.677892672,0.638072944,0.73544752,0.07805842,Int_Fa,0,BE
400,400,99,86,0.518656322,0,0.569751012,0.535001505,0.677892672,0.638072944,0.73544752,0.113650329,Int_Fa,0,BE
401,401,99,88,0.476102395,0.279185019,0.521368448,0.535001505,0.677892672,0.638072944,0.73544752,0.115234901,Int_Fa,0,BE
402,402,99,89,0.452026336,0.279185019,0.526802937,0.535001505,0.677892672,0.638072944,0.73544752,0.247916338,Multifun,0,BE
403,403,96,88,0.496040149,0,0.435342238,0.562311606,0.742350247,0.644912347,0.746914421,0.183842211,Int_Fa,0,BE
404,404,96,89,0.498858309,0.282177559,0.420056112,0.562311606,0.742350247,0.644912347,0.746914421,0.372875105,P-Ur,0,BE
405,405,96,94,0.500716854,0.329612914,0.445960551,0.562311606,0.742350247,0.644912347,0.746914421,0.13014491,Int_AF,0,BE
406,406,97,89,0.081078082,0,0.419665128,0.560328789,0.739732579,0.642638263,0.744280659,0.328192482,P-Ur,0,BE
407,407,97,90,0.079956894,0.285789008,0.41978267,0.560328789,0.739732579,0.642638263,0.744280659,0.523449862,P-Ur,0,BE
